"station.x","station.y","bound","lag","metric"
"S1","S2","lower",1,0.738885603547477
"S1","S2","inner",1,0.95
"S1","S2","upper",1,1.16111439645252
"S2","S3","lower",1,0.881845719445012
"S2","S3","inner",1,1.05
"S2","S3","upper",1,1.21815428055499
"S3","S4","lower",1,0.82671171994062
"S3","S4","inner",1,0.95
"S3","S4","upper",1,1.07328828005938
