"ID","Time","Q"
200000,"2014-01-03 00:30:00",4.4
200000,"2014-01-03 00:45:00",4.37
200000,"2014-01-03 01:00:00",4.33
200000,"2014-01-03 01:15:00",4.28
200000,"2014-01-03 01:30:00",4.25
200000,"2014-01-03 01:45:00",4.23
200000,"2014-01-03 02:00:00",4.2
200000,"2014-01-03 02:15:00",4.18
200000,"2014-01-03 02:30:00",4.16
200000,"2014-01-03 02:45:00",4.15
200000,"2014-01-03 03:00:00",4.14
200000,"2014-01-03 03:15:00",4.12
200000,"2014-01-03 03:30:00",4.11
200000,"2014-01-03 03:45:00",4.1
200000,"2014-01-03 04:00:00",4.08
200000,"2014-01-03 04:15:00",4.07
200000,"2014-01-03 04:30:00",4.06
200000,"2014-01-03 04:45:00",4.04
200000,"2014-01-03 05:00:00",4.04
200000,"2014-01-03 05:15:00",4.03
200000,"2014-01-03 05:30:00",4.03
200000,"2014-01-03 05:45:00",4.03
200000,"2014-01-03 06:00:00",4.02
200000,"2014-01-03 06:15:00",4.01
200000,"2014-01-03 06:30:00",4.16
200000,"2014-01-03 06:45:00",10.4
200000,"2014-01-03 07:00:00",24.1
200000,"2014-01-03 07:15:00",30.3
200000,"2014-01-03 07:30:00",30.7
200000,"2014-01-03 07:45:00",30.7
200000,"2014-01-03 08:00:00",30.6
200000,"2014-01-03 08:15:00",30.6
200000,"2014-01-03 08:30:00",30.3
200000,"2014-01-03 08:45:00",28
200000,"2014-01-03 09:00:00",22.3
200000,"2014-01-03 09:15:00",16.1
200000,"2014-01-03 09:30:00",11.7
200000,"2014-01-03 09:45:00",8.8
200000,"2014-01-03 10:00:00",6.97
200000,"2014-01-03 10:15:00",5.82
200000,"2014-01-03 10:30:00",5.11
200000,"2014-01-03 10:45:00",4.69
200000,"2014-01-03 11:00:00",4.45
200000,"2014-01-03 11:15:00",4.31
200000,"2014-01-03 11:30:00",4.25
200000,"2014-01-03 11:45:00",4.21
200000,"2014-01-03 12:00:00",4.17
200000,"2014-01-03 12:15:00",4.15
200000,"2014-01-03 12:30:00",4.13
200000,"2014-01-03 12:45:00",4.12
200000,"2014-01-03 13:00:00",4.11
200000,"2014-01-03 13:15:00",4.1
200000,"2014-01-03 13:30:00",4.08
200000,"2014-01-03 13:45:00",4.06
200000,"2014-01-03 14:00:00",4.05
200000,"2014-01-03 14:15:00",4.04
200000,"2014-01-03 14:30:00",4.03
200000,"2014-01-03 14:45:00",4.03
200000,"2014-01-03 15:00:00",4.01
200000,"2014-01-03 15:15:00",4
200000,"2014-01-03 15:30:00",3.99
200000,"2014-01-03 15:45:00",3.98
200000,"2014-01-03 16:00:00",3.98
200000,"2014-01-03 16:15:00",3.98
200000,"2014-01-03 16:30:00",3.98
200000,"2014-01-03 16:45:00",3.98
200000,"2014-01-03 17:00:00",3.97
200000,"2014-01-03 17:15:00",3.97
200000,"2014-01-03 17:30:00",3.97
200000,"2014-01-03 17:45:00",5.68
200000,"2014-01-03 18:00:00",15.9
200000,"2014-01-03 18:15:00",28.1
200000,"2014-01-03 18:30:00",29.9
200000,"2014-01-03 18:45:00",30.5
200000,"2014-01-03 19:00:00",30.9
200000,"2014-01-03 19:15:00",31
200000,"2014-01-03 19:30:00",30.9
200000,"2014-01-03 19:45:00",28.9
200000,"2014-01-03 20:00:00",23.3
200000,"2014-01-03 20:15:00",16.9
200000,"2014-01-03 20:30:00",12.4
200000,"2014-01-03 20:45:00",9.46
200000,"2014-01-03 21:00:00",7.62
200000,"2014-01-03 21:15:00",6.47
200000,"2014-01-03 21:30:00",5.79
200000,"2014-01-03 21:45:00",5.42
200000,"2014-01-03 22:00:00",5.24
200000,"2014-01-03 22:15:00",5.17
200000,"2014-01-03 22:30:00",5.16
200000,"2014-01-03 22:45:00",5.16
200000,"2014-01-03 23:00:00",5.16
200000,"2014-01-03 23:15:00",5.16
200000,"2014-01-03 23:30:00",5.17
200000,"2014-01-03 23:45:00",5.21
200000,"2014-01-04 00:00:00",5.24
200000,"2014-01-04 00:15:00",5.28
200000,"2014-01-04 00:30:00",5.33
200000,"2014-01-04 00:45:00",5.38
200000,"2014-01-04 01:00:00",5.42
200000,"2014-01-04 01:15:00",5.44
200000,"2014-01-04 01:30:00",5.47
200000,"2014-01-04 01:45:00",5.5
200000,"2014-01-04 02:00:00",5.52
200000,"2014-01-04 02:15:00",5.53
200000,"2014-01-04 02:30:00",5.57
200000,"2014-01-04 02:45:00",5.61
200000,"2014-01-04 03:00:00",5.68
200000,"2014-01-04 03:15:00",5.76
200000,"2014-01-04 03:30:00",5.82
200000,"2014-01-04 03:45:00",5.85
200000,"2014-01-04 04:00:00",5.88
200000,"2014-01-04 04:15:00",6.28
200000,"2014-01-04 04:30:00",13.5
200000,"2014-01-04 04:45:00",22.7
200000,"2014-01-04 05:00:00",19.6
200000,"2014-01-04 05:15:00",14.2
200000,"2014-01-04 05:30:00",10.7
200000,"2014-01-04 05:45:00",8.51
200000,"2014-01-04 06:00:00",7.23
200000,"2014-01-04 06:15:00",6.47
200000,"2014-01-04 06:30:00",6.04
200000,"2014-01-04 06:45:00",6.44
200000,"2014-01-04 07:00:00",14.8
200000,"2014-01-04 07:15:00",28.1
200000,"2014-01-04 07:30:00",31.5
200000,"2014-01-04 07:45:00",31.6
200000,"2014-01-04 08:00:00",31.5
200000,"2014-01-04 08:15:00",31.4
200000,"2014-01-04 08:30:00",31.4
200000,"2014-01-04 08:45:00",31.5
200000,"2014-01-04 09:00:00",31.6
200000,"2014-01-04 09:15:00",31.7
200000,"2014-01-04 09:30:00",31.3
200000,"2014-01-04 09:45:00",28.4
200000,"2014-01-04 10:00:00",22.1
200000,"2014-01-04 10:15:00",15.9
200000,"2014-01-04 10:30:00",11.7
200000,"2014-01-04 10:45:00",8.99
200000,"2014-01-04 11:00:00",7.27
200000,"2014-01-04 11:15:00",6.25
200000,"2014-01-04 11:30:00",5.64
200000,"2014-01-04 11:45:00",5.26
200000,"2014-01-04 12:00:00",5.07
200000,"2014-01-04 12:15:00",4.97
200000,"2014-01-04 12:30:00",4.91
200000,"2014-01-04 12:45:00",4.86
200000,"2014-01-04 13:00:00",4.81
200000,"2014-01-04 13:15:00",4.77
200000,"2014-01-04 13:30:00",4.73
200000,"2014-01-04 13:45:00",4.68
200000,"2014-01-04 14:00:00",4.65
200000,"2014-01-04 14:15:00",4.64
200000,"2014-01-04 14:30:00",4.63
200000,"2014-01-04 14:45:00",4.62
200000,"2014-01-04 15:00:00",4.6
200000,"2014-01-04 15:15:00",4.58
200000,"2014-01-04 15:30:00",4.55
200000,"2014-01-04 15:45:00",4.52
200000,"2014-01-04 16:00:00",4.51
200000,"2014-01-04 16:15:00",4.49
200000,"2014-01-04 16:30:00",4.47
200000,"2014-01-04 16:45:00",4.46
200000,"2014-01-04 17:00:00",4.44
200000,"2014-01-04 17:15:00",4.42
200000,"2014-01-04 17:30:00",4.41
200000,"2014-01-04 17:45:00",4.41
200000,"2014-01-04 18:00:00",4.41
200000,"2014-01-04 18:15:00",4.41
200000,"2014-01-04 18:30:00",4.41
200000,"2014-01-04 18:45:00",4.39
200000,"2014-01-04 19:00:00",5.89
200000,"2014-01-04 19:15:00",16.3
200000,"2014-01-04 19:30:00",29.6
200000,"2014-01-04 19:45:00",31.4
200000,"2014-01-04 20:00:00",31.5
200000,"2014-01-04 20:15:00",31.4
200000,"2014-01-04 20:30:00",31.3
200000,"2014-01-04 20:45:00",31.2
200000,"2014-01-04 21:00:00",31.2
200000,"2014-01-04 21:15:00",29.7
200000,"2014-01-04 21:30:00",24.7
200000,"2014-01-04 21:45:00",18
200000,"2014-01-04 22:00:00",13
200000,"2014-01-04 22:15:00",9.72
200000,"2014-01-04 22:30:00",7.64
200000,"2014-01-04 22:45:00",6.33
200000,"2014-01-04 23:00:00",5.49
200000,"2014-01-04 23:15:00",4.99
200000,"2014-01-04 23:30:00",4.7
200000,"2014-01-04 23:45:00",4.55
200000,"2014-01-05 00:00:00",4.48
200000,"2014-01-05 00:15:00",4.43
200000,"2014-01-05 00:30:00",4.38
200000,"2014-01-05 00:45:00",4.35
200000,"2014-01-05 01:00:00",4.31
200000,"2014-01-05 01:15:00",4.28
200000,"2014-01-05 01:30:00",4.25
200000,"2014-01-05 01:45:00",4.23
200000,"2014-01-05 02:00:00",4.21
200000,"2014-01-05 02:15:00",4.2
200000,"2014-01-05 02:30:00",4.18
200000,"2014-01-05 02:45:00",4.16
200000,"2014-01-05 03:00:00",4.15
200000,"2014-01-05 03:15:00",4.14
200000,"2014-01-05 03:30:00",4.13
200000,"2014-01-05 03:45:00",4.12
200000,"2014-01-05 04:00:00",4.12
200000,"2014-01-05 04:15:00",4.11
200000,"2014-01-05 04:30:00",4.1
200000,"2014-01-05 04:45:00",4.09
200000,"2014-01-05 05:00:00",4.08
200000,"2014-01-05 05:15:00",4.08
200000,"2014-01-05 05:30:00",4.07
200000,"2014-01-05 05:45:00",4.06
200000,"2014-01-05 06:00:00",4.05
200000,"2014-01-05 06:15:00",4.05
200000,"2014-01-05 06:30:00",4.04
200000,"2014-01-05 06:45:00",4.02
200000,"2014-01-05 07:00:00",3.98
200000,"2014-01-05 07:15:00",3.92
200000,"2014-01-05 07:30:00",6.09
200000,"2014-01-05 07:45:00",17.4
200000,"2014-01-05 08:00:00",29.5
200000,"2014-01-05 08:15:00",30.6
200000,"2014-01-05 08:30:00",30.8
200000,"2014-01-05 08:45:00",30.9
200000,"2014-01-05 09:00:00",31
200000,"2014-01-05 09:15:00",31
200000,"2014-01-05 09:30:00",30.8
200000,"2014-01-05 09:45:00",28.3
200000,"2014-01-05 10:00:00",22.4
200000,"2014-01-05 10:15:00",16.2
200000,"2014-01-05 10:30:00",11.8
200000,"2014-01-05 10:45:00",8.92
200000,"2014-01-05 11:00:00",7.1
200000,"2014-01-05 11:15:00",5.95
200000,"2014-01-05 11:30:00",5.24
200000,"2014-01-05 11:45:00",4.79
200000,"2014-01-05 12:00:00",4.49
200000,"2014-01-05 12:15:00",4.32
200000,"2014-01-05 12:30:00",4.24
200000,"2014-01-05 12:45:00",4.2
200000,"2014-01-05 13:00:00",4.17
200000,"2014-01-05 13:15:00",4.14
200000,"2014-01-05 13:30:00",4.11
200000,"2014-01-05 13:45:00",4.08
200000,"2014-01-05 14:00:00",4.07
200000,"2014-01-05 14:15:00",4.05
200000,"2014-01-05 14:30:00",4.04
200000,"2014-01-05 14:45:00",4.03
200000,"2014-01-05 15:00:00",4.03
200000,"2014-01-05 15:15:00",4.03
200000,"2014-01-05 15:30:00",4.05
200000,"2014-01-05 15:45:00",4.1
200000,"2014-01-05 16:00:00",4.15
200000,"2014-01-05 16:15:00",4.16
200000,"2014-01-05 16:30:00",4.17
200000,"2014-01-05 16:45:00",4.16
200000,"2014-01-05 17:00:00",4.16
200000,"2014-01-05 17:15:00",4.16
200000,"2014-01-05 17:30:00",4.16
200000,"2014-01-05 17:45:00",4.15
200000,"2014-01-05 18:00:00",4.14
200000,"2014-01-05 18:15:00",4.12
200000,"2014-01-05 18:30:00",4.1
200000,"2014-01-05 18:45:00",4.09
200000,"2014-01-05 19:00:00",6.72
200000,"2014-01-05 19:15:00",18.7
200000,"2014-01-05 19:30:00",30.6
200000,"2014-01-05 19:45:00",31.5
200000,"2014-01-05 20:00:00",31.5
200000,"2014-01-05 20:15:00",31.5
200000,"2014-01-05 20:30:00",31.4
200000,"2014-01-05 20:45:00",29.1
200000,"2014-01-05 21:00:00",23.1
200000,"2014-01-05 21:15:00",16.6
200000,"2014-01-05 21:30:00",11.9
200000,"2014-01-05 21:45:00",8.99
200000,"2014-01-05 22:00:00",7.08
200000,"2014-01-05 22:15:00",5.87
200000,"2014-01-05 22:30:00",5.13
200000,"2014-01-05 22:45:00",4.67
200000,"2014-01-05 23:00:00",4.39
200000,"2014-01-05 23:15:00",4.22
200000,"2014-01-05 23:30:00",4.13
200000,"2014-01-05 23:45:00",4.08
200000,"2014-01-06 00:00:00",4.02
200000,"2014-01-06 00:15:00",3.97
200000,"2014-01-06 00:30:00",3.94
200000,"2014-01-06 00:45:00",3.91
200000,"2014-01-06 01:00:00",3.88
200000,"2014-01-06 01:15:00",3.85
200000,"2014-01-06 01:30:00",3.83
200000,"2014-01-06 01:45:00",3.81
200000,"2014-01-06 02:00:00",3.79
200000,"2014-01-06 02:15:00",3.76
200000,"2014-01-06 02:30:00",3.74
200000,"2014-01-06 02:45:00",3.72
200000,"2014-01-06 03:00:00",3.7
200000,"2014-01-06 03:15:00",3.67
200000,"2014-01-06 03:30:00",3.65
200000,"2014-01-06 03:45:00",3.63
200000,"2014-01-06 04:00:00",3.61
200000,"2014-01-06 04:15:00",3.6
200000,"2014-01-06 04:30:00",3.58
200000,"2014-01-06 04:45:00",3.57
200000,"2014-01-06 05:00:00",3.56
200000,"2014-01-06 05:15:00",3.54
200000,"2014-01-06 05:30:00",3.53
200000,"2014-01-06 05:45:00",3.51
200000,"2014-01-06 06:00:00",3.5
200000,"2014-01-06 06:15:00",3.49
200000,"2014-01-06 06:30:00",3.48
200000,"2014-01-06 06:45:00",3.47
200000,"2014-01-06 07:00:00",3.46
200000,"2014-01-06 07:15:00",3.45
200000,"2014-01-06 07:30:00",4.05
200000,"2014-01-06 07:45:00",12.7
200000,"2014-01-06 08:00:00",26.7
200000,"2014-01-06 08:15:00",29.7
200000,"2014-01-06 08:30:00",29.7
200000,"2014-01-06 08:45:00",29.7
200000,"2014-01-06 09:00:00",29.7
200000,"2014-01-06 09:15:00",29.7
200000,"2014-01-06 09:30:00",29.7
200000,"2014-01-06 09:45:00",28.3
200000,"2014-01-06 10:00:00",23.5
200000,"2014-01-06 10:15:00",17.2
200000,"2014-01-06 10:30:00",12.4
200000,"2014-01-06 10:45:00",9.2
200000,"2014-01-06 11:00:00",7.16
200000,"2014-01-06 11:15:00",5.82
200000,"2014-01-06 11:30:00",4.99
200000,"2014-01-06 11:45:00",4.46
200000,"2014-01-06 12:00:00",4.13
200000,"2014-01-06 12:15:00",3.93
200000,"2014-01-06 12:30:00",3.83
200000,"2014-01-06 12:45:00",3.78
200000,"2014-01-06 13:00:00",3.75
200000,"2014-01-06 13:15:00",3.72
200000,"2014-01-06 13:30:00",3.7
200000,"2014-01-06 13:45:00",3.68
200000,"2014-01-06 14:00:00",3.66
200000,"2014-01-06 14:15:00",3.65
200000,"2014-01-06 14:30:00",3.64
200000,"2014-01-06 14:45:00",3.63
200000,"2014-01-06 15:00:00",3.63
200000,"2014-01-06 15:15:00",3.63
200000,"2014-01-06 15:30:00",3.63
200000,"2014-01-06 15:45:00",3.65
200000,"2014-01-06 16:00:00",3.74
200000,"2014-01-06 16:15:00",3.96
200000,"2014-01-06 16:30:00",4.25
200000,"2014-01-06 16:45:00",5.23
200000,"2014-01-06 17:00:00",15
200000,"2014-01-06 17:15:00",30.1
200000,"2014-01-06 17:30:00",33.1
200000,"2014-01-06 17:45:00",32.4
200000,"2014-01-06 18:00:00",27.7
200000,"2014-01-06 18:15:00",20.4
200000,"2014-01-06 18:30:00",14.4
200000,"2014-01-06 18:45:00",10.5
200000,"2014-01-06 19:00:00",8.03
200000,"2014-01-06 19:15:00",6.44
200000,"2014-01-06 19:30:00",5.45
200000,"2014-01-06 19:45:00",4.87
200000,"2014-01-06 20:00:00",4.53
200000,"2014-01-06 20:15:00",4.34
200000,"2014-01-06 20:30:00",4.25
200000,"2014-01-06 20:45:00",4.19
200000,"2014-01-06 21:00:00",4.14
200000,"2014-01-06 21:15:00",4.11
200000,"2014-01-06 21:30:00",4.08
200000,"2014-01-06 21:45:00",4.05
200000,"2014-01-06 22:00:00",4.02
200000,"2014-01-06 22:15:00",3.99
200000,"2014-01-06 22:30:00",3.96
200000,"2014-01-06 22:45:00",3.92
200000,"2014-01-06 23:00:00",3.89
200000,"2014-01-06 23:15:00",3.87
200000,"2014-01-06 23:30:00",3.84
200000,"2014-01-06 23:45:00",3.82
200000,"2014-01-07 00:00:00",3.79
200000,"2014-01-07 00:15:00",3.77
200000,"2014-01-07 00:30:00",3.75
200000,"2014-01-07 00:45:00",3.72
200000,"2014-01-07 01:00:00",3.7
200000,"2014-01-07 01:15:00",3.67
200000,"2014-01-07 01:30:00",3.66
200000,"2014-01-07 01:45:00",3.64
200000,"2014-01-07 02:00:00",3.63
200000,"2014-01-07 02:15:00",3.62
200000,"2014-01-07 02:30:00",3.61
200000,"2014-01-07 02:45:00",3.59
200000,"2014-01-07 03:00:00",3.58
200000,"2014-01-07 03:15:00",3.57
200000,"2014-01-07 03:30:00",3.56
200000,"2014-01-07 03:45:00",3.54
200000,"2014-01-07 04:00:00",3.54
200000,"2014-01-07 04:15:00",3.54
200000,"2014-01-07 04:30:00",3.54
200000,"2014-01-07 04:45:00",3.98
200000,"2014-01-07 05:00:00",12.3
200000,"2014-01-07 05:15:00",27
200000,"2014-01-07 05:30:00",30.4
200000,"2014-01-07 05:45:00",26.6
200000,"2014-01-07 06:00:00",19.9
200000,"2014-01-07 06:15:00",14.1
200000,"2014-01-07 06:30:00",10.2
200000,"2014-01-07 06:45:00",7.78
200000,"2014-01-07 07:00:00",6.19
200000,"2014-01-07 07:15:00",5.17
200000,"2014-01-07 07:30:00",4.52
200000,"2014-01-07 07:45:00",4.15
200000,"2014-01-07 08:00:00",9.21
200000,"2014-01-07 08:15:00",22.6
200000,"2014-01-07 08:30:00",30.1
200000,"2014-01-07 08:45:00",30.4
200000,"2014-01-07 09:00:00",30.4
200000,"2014-01-07 09:15:00",28.8
200000,"2014-01-07 09:30:00",23.3
200000,"2014-01-07 09:45:00",16.8
200000,"2014-01-07 10:00:00",12.1
200000,"2014-01-07 10:15:00",8.97
200000,"2014-01-07 10:30:00",6.98
200000,"2014-01-07 10:45:00",5.7
200000,"2014-01-07 11:00:00",4.9
200000,"2014-01-07 11:15:00",4.4
200000,"2014-01-07 11:30:00",4.08
200000,"2014-01-07 11:45:00",3.9
200000,"2014-01-07 12:00:00",3.8
200000,"2014-01-07 12:15:00",3.75
200000,"2014-01-07 12:30:00",3.71
200000,"2014-01-07 12:45:00",3.69
200000,"2014-01-07 13:00:00",3.67
200000,"2014-01-07 13:15:00",3.66
200000,"2014-01-07 13:30:00",3.65
200000,"2014-01-07 13:45:00",3.65
200000,"2014-01-07 14:00:00",3.65
200000,"2014-01-07 14:15:00",3.65
200000,"2014-01-07 14:30:00",3.65
200000,"2014-01-07 14:45:00",3.64
200000,"2014-01-07 15:00:00",3.63
200000,"2014-01-07 15:15:00",3.63
200000,"2014-01-07 15:30:00",3.65
200000,"2014-01-07 15:45:00",3.68
200000,"2014-01-07 16:00:00",3.75
200000,"2014-01-07 16:15:00",3.84
200000,"2014-01-07 16:30:00",3.93
200000,"2014-01-07 16:45:00",4.03
200000,"2014-01-07 17:00:00",4.1
200000,"2014-01-07 17:15:00",4.14
200000,"2014-01-07 17:30:00",4.17
200000,"2014-01-07 17:45:00",4.17
200000,"2014-01-07 18:00:00",4.16
200000,"2014-01-07 18:15:00",4.13
200000,"2014-01-07 18:30:00",4.06
200000,"2014-01-07 18:45:00",4.01
200000,"2014-01-07 19:00:00",4.61
200000,"2014-01-07 19:15:00",10.6
200000,"2014-01-07 19:30:00",19.4
200000,"2014-01-07 19:45:00",24.1
200000,"2014-01-07 20:00:00",28.6
200000,"2014-01-07 20:15:00",30.8
200000,"2014-01-07 20:30:00",31.1
200000,"2014-01-07 20:45:00",30.7
200000,"2014-01-07 21:00:00",27.2
200000,"2014-01-07 21:15:00",20.7
200000,"2014-01-07 21:30:00",14.7
200000,"2014-01-07 21:45:00",10.7
200000,"2014-01-07 22:00:00",8.13
200000,"2014-01-07 22:15:00",6.45
