"ID","EVENT_TYPE","Time","AMP","MAFR","MEFR","DUR","RATIO"
400000,4,"2014-01-01 04:30:00",0.92,0.2,0.153333333333333,6,1.13199426111908
400000,4,"2014-01-01 07:00:00",24.03,2.7,0.828620689655172,29,4.54948301329394
400000,4,"2014-01-01 16:15:00",25.5,3.2,1.7,15,3.47572815533981
400000,4,"2014-01-01 20:15:00",2.45,1.38,0.816666666666666,3,1.30434782608696
400000,4,"2014-01-01 21:15:00",0.85,0.65,0.425,2,1.11348464619493
400000,4,"2014-01-01 22:15:00",0.510000000000002,0.510000000000002,0.510000000000002,1,1.05442902881537
400000,4,"2014-01-01 23:15:00",24.18,3.2,0.863571428571429,28,5.01661129568106
400000,4,"2014-01-02 07:00:00",0.56,0.38,0.186666666666667,3,1.09756097560976
400000,4,"2014-01-02 09:15:00",5,2,1.25,4,1.42735042735043
400000,4,"2014-01-02 11:15:00",28.4,3.3,1.49473684210526,19,3.05797101449275
400000,4,"2014-01-02 16:45:00",6,2.2,1.2,5,1.51282051282051
400000,4,"2014-01-02 19:45:00",8.29,3.9,1.38166666666667,6,2.13406292749658
400000,4,"2014-01-02 23:45:00",19.7,2.8,1.79090909090909,11,2.18674698795181
400000,4,"2014-01-03 02:45:00",8.16,1.6,0.741818181818182,11,1.96682464454976
400000,4,"2014-01-03 06:00:00",1.01,0.610000000000001,0.505,2,1.12801013941698
400000,4,"2014-01-03 06:45:00",0.87,0.23,0.087,10,1.12270803949224
400000,4,"2014-01-03 11:15:00",19.4,3.1,1.61666666666667,12,2.23566878980892
400000,4,"2014-01-03 14:45:00",5,2.9,1.66666666666667,3,1.43103448275862
400000,4,"2014-01-03 15:45:00",0.799999999999999,0.799999999999999,0.799999999999999,1,1.07407407407407
400000,4,"2014-01-03 16:45:00",1.8,1.1,0.9,2,1.06143344709898
400000,4,"2014-01-03 17:45:00",40.61,16.5,8.122,5,5.62002275312856
400000,4,"2014-01-03 19:30:00",0.69,0.69,0.69,1,1.07483731019523
400000,4,"2014-01-03 20:15:00",5.9,5.9,5.9,1,1.23790322580645
400000,4,"2014-01-03 21:15:00",2.2,2.2,2.2,1,1.05699481865285
400000,4,"2014-01-03 22:15:00",42.6,17.9,8.52,5,2.26409495548961
400000,4,"2014-01-04 00:00:00",41.8,16.3,5.225,8,4.24031007751938
400000,4,"2014-01-04 02:15:00",1.4,0.800000000000001,0.7,2,1.11965811965812
400000,4,"2014-01-04 03:30:00",1.2,0.800000000000001,0.600000000000001,2,1.1025641025641
400000,4,"2014-01-04 04:15:00",0.4,0.200000000000001,0.133333333333333,3,1.03448275862069
400000,4,"2014-01-04 06:00:00",0.700000000000001,0.200000000000001,0.14,5,1.0625
