"ID","EVENT_TYPE","Time","AMP","MAFR","MEFR","DUR","RATIO"
400000,2,"2014-01-01 04:00:00",0.38,0.32,0.19,2,1.05059920106525
400000,2,"2014-01-01 06:00:00",23.83,12.4,5.9575,4,4.41893830703013
400000,2,"2014-01-01 14:15:00",29.03,13.1,3.62875,8,5.28803545051699
400000,2,"2014-01-01 20:00:00",0.199999999999999,0.199999999999999,0.199999999999999,1,1.01941747572816
400000,2,"2014-01-01 21:00:00",0.289999999999999,0.289999999999999,0.289999999999999,1,1.0360248447205
400000,2,"2014-01-01 21:45:00",2.39,1.36,1.195,2,1.31909212283044
400000,2,"2014-01-01 22:30:00",20.83,10.5,6.94333333333333,3,3.2230522945571
400000,2,"2014-01-02 06:45:00",0.28,0.28,0.28,1,1.04651162790698
400000,2,"2014-01-02 07:45:00",10.96,3.7,2.192,5,2.90940766550523
400000,2,"2014-01-02 10:15:00",30.5,13.5,7.625,4,3.60683760683761
400000,2,"2014-01-02 16:00:00",3.9,2.2,1.3,3,1.28260869565217
400000,2,"2014-01-02 18:15:00",3.9,1.2,0.65,6,1.33333333333333
400000,2,"2014-01-02 21:15:00",28.99,13.7,2.899,10,4.96580027359781
400000,2,"2014-01-03 05:30:00",0.460000000000001,0.280000000000001,0.23,2,1.05450236966825
400000,2,"2014-01-03 06:30:00",0.0700000000000003,0.0700000000000003,0.0700000000000003,1,1.00887198986058
400000,2,"2014-01-03 09:15:00",0.77,0.63,0.385,2,1.10860366713681
400000,2,"2014-01-03 10:00:00",27.24,13.7,5.448,5,4.46564885496183
400000,2,"2014-01-03 14:15:00",0.900000000000002,0.800000000000001,0.450000000000001,2,1.05732484076433
400000,2,"2014-01-03 16:00:00",20.3,14.1,6.76666666666667,3,2.87962962962963
400000,2,"2014-01-03 17:15:00",20.1,15.5,10.05,2,1.68600682593857
400000,2,"2014-01-03 19:00:00",1.12,0.699999999999999,0.56,2,1.12741751990899
400000,2,"2014-01-03 19:45:00",21.48,12.5,10.74,2,3.32971800433839
400000,2,"2014-01-03 20:30:00",16,14.5,5.33333333333333,3,1.64516129032258
400000,2,"2014-01-03 21:30:00",37.7,18.4,12.5666666666667,3,1.97668393782383
400000,2,"2014-01-03 23:30:00",21,10.8,10.5,2,1.62314540059347
400000,2,"2014-01-04 02:00:00",0.199999999999999,0.199999999999999,0.199999999999999,1,1.01550387596899
400000,2,"2014-01-04 02:45:00",1.2,0.800000000000001,0.4,3,1.1025641025641
400000,2,"2014-01-04 04:00:00",0.300000000000001,0.300000000000001,0.300000000000001,1,1.02564102564103
400000,2,"2014-01-04 05:30:00",0.300000000000001,0.200000000000001,0.15,2,1.02586206896552
400000,2,"2014-01-04 07:15:00",11.5,4.7,2.3,5,2.02678571428571
400000,2,"2014-01-04 10:00:00",22.8,10.9,3.25714285714286,7,2.57241379310345
400000,2,"2014-01-04 16:15:00",42,21.4,14,3,4.52941176470588
400000,2,"2014-01-04 19:00:00",4.6,4.6,4.6,1,1.16911764705882
400000,2,"2014-01-04 20:15:00",39.7,13.3,6.61666666666667,6,4.48245614035088
400000,2,"2014-01-04 22:30:00",31.5,24.7,10.5,3,2.09756097560976
400000,2,"2014-01-05 00:45:00",15.8,8.8,7.9,2,1.48466257668712
400000,2,"2014-01-05 01:45:00",15.8,8.5,7.9,2,1.59176029962547
400000,2,"2014-01-05 03:45:00",19.8,13.1,6.6,3,1.9041095890411
400000,2,"2014-01-05 06:30:00",0.52,0.350000000000001,0.26,2,1.06658130601793
400000,2,"2014-01-05 07:30:00",0.699999999999999,0.529999999999999,0.35,2,1.09138381201044
400000,2,"2014-01-05 08:30:00",0.800000000000001,0.56,0.4,2,1.10796221322537
400000,2,"2014-01-05 11:00:00",28.31,13.6,7.0775,4,4.93741307371349
400000,2,"2014-01-05 15:15:00",36.6,9,5.22857142857143,7,3.50684931506849
400000,2,"2014-01-05 19:00:00",11.6,5.8,5.8,2,1.31693989071038
400000,2,"2014-01-05 20:30:00",32.9,16.7,10.9666666666667,3,3.55038759689922
400000,2,"2014-01-05 21:45:00",11.1,7.3,5.55,2,1.35238095238095
400000,2,"2014-01-05 22:45:00",18.1,12,9.05,2,1.47757255936675
400000,2,"2014-01-05 23:45:00",1.1,1.1,1.1,1,1.02650602409639
400000,2,"2014-01-06 03:45:00",3.5,2.2,1.75,2,1.29661016949153
400000,2,"2014-01-06 04:45:00",4.3,2.2,1.43333333333333,3,1.37391304347826
400000,2,"2014-01-06 05:45:00",34.4,17.9,8.6,4,3.60606060606061
400000,2,"2014-01-06 11:00:00",27.79,13.9,5.558,5,5.20423600605144
400000,2,"2014-01-06 17:45:00",0.2,0.13,0.1,2,1.02635046113307
400000,2,"2014-01-06 19:00:00",0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01192250372578
400000,2,"2014-01-06 19:45:00",26.51,10.9,5.302,5,5.08474576271186
400000,2,"2014-01-07 00:15:00",3.7,1.8,0.925,4,1.35922330097087
400000,2,"2014-01-07 02:00:00",1.4,1.4,1.4,1,1.12280701754386
400000,2,"2014-01-07 02:45:00",0.200000000000001,0.100000000000001,0.100000000000001,2,1.01869158878505
400000,2,"2014-01-07 05:15:00",5.96,3.51,1.98666666666667,3,1.94006309148265
400000,2,"2014-01-07 06:30:00",1.72,1.72,1.72,1,1.17234468937876
400000,2,"2014-01-07 07:15:00",18.43,11.13,9.215,2,2.90589451913133
400000,2,"2014-01-07 08:15:00",17.6,9.6,5.86666666666667,3,2.34351145038168
400000,2,"2014-01-07 11:15:00",21.7,10.4,7.23333333333333,3,2.80833333333333
400000,2,"2014-01-07 14:45:00",3.8,2.3,1.26666666666667,3,1.28787878787879
400000,2,"2014-01-07 15:45:00",12.5,5.9,3.125,4,1.83333333333333
400000,2,"2014-01-07 18:45:00",2.58,1.3,1.29,2,1.40249609984399
400000,2,"2014-01-07 19:45:00",5.61,3.58,2.805,2,1.85128983308042
400000,2,"2014-01-07 21:00:00",1.03,0.859999999999999,0.515,2,1.11811926605505
400000,2,"2014-01-07 21:45:00",5.91,3.42,1.97,3,1.64309031556039
400000,2,"2014-01-07 22:45:00",24.8,13.2,8.26666666666667,3,2.92248062015504
400000,2,"2014-01-08 02:00:00",1,1,1,1,1.05235602094241
400000,2,"2014-01-08 03:00:00",1.1,1.1,1.1,1,1.06707317073171
400000,2,"2014-01-08 04:00:00",2.2,1.5,1.1,2,1.15942028985507
400000,2,"2014-01-08 05:15:00",1.2,1.2,1.2,1,1.08759124087591
400000,2,"2014-01-08 06:15:00",3.1,2.4,1.55,2,1.31313131313131
400000,2,"2014-01-08 07:15:00",5.63,3.1,1.87666666666667,3,1.63472378804961
400000,2,"2014-01-08 09:15:00",3.98,2.2,1.99,2,1.50252525252525
400000,2,"2014-01-08 10:45:00",0.52,0.34,0.26,2,1.09558823529412
